PSAP ID,PSAP Name,State,County,City,Type of Change,Comments
5248,Barberton Police Department,OH,Summit,Barberton,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5249,Barnesville Police Department,OH,Belmont,Barnesville,NC,
5250,Bath Police Department,OH,Summit,Akron,NC,
5251,Bay Village Police Department,OH,Cuyahoga,Bay Village,NC,
5252,Beachwood Police Department,OH,Cuyahoga,Beachwood,NC,
5253,Beaver Township Police Department,OH,Mahoning,North Lima,NC,
5254,Beavercreek Police Department,OH,Greene,Beavercreek,NC,
5255,Bedford Heights Police,OH,Cuyahoga,Bedford Heights,NC,
5256,Bedford Police Department,OH,Cuyahoga,Bedford,NC,
5257,Bellaire Police Department,OH,Belmont,Bellaire,NC,
5258,Bellbrook Communications Center,OH,Greene,Bellbrook,NC,
5259,Bellefontaine Police Department,OH,Logan,Bellefontaine,NC,
5260,Bellevue Police Department,OH,Huron,Bellevue,NC,
5261,Belmont County Communications Center,OH,Belmont,St Clairsville,NC,
5262,Belpre Police Department,OH,Washington,Belpre,NC,
5263,Berea Police Department,OH,Cuyahoga,Berea,NC,
5264,Bexley Police Department,OH,Franklin,Bexley,NC,
5265,Boardman Township Police Department,OH,Mahoning,Boardman,NC,
5266,Bratenahl Police,OH,Cuyahoga,Bratenahl,NC,
5267,Brecksville Police,OH,Cuyahoga,Brecksville,NC,
5268,Bridgeport Police Department,OH,Belmont,Bridgeport,NC,
5269,Broadview Heights Police Department,OH,Cuyahoga,Broadview Heights,NC,
5270,Broadway Police (demonstration Record),OH,Wood,Weston Village,NC,
5271,Brook Park Police And Fire,OH,Cuyahoga,Brook Park,NC,
5272,Brookville Police,OH,Montgomery,Brookville,NC,
5273,Brown County 9-1-1,OH,Brown,Georgetown,NC,
5274,Brunswick Police Department,OH,Medina,Brunswick City,NC,
5275,Bryan Police Department,OH,Williams,Bryan,NC,
5276,Bucyrus Police Department,OH,Crawford,Bucyrus,NC,
5277,Butler County Sheriffs Office,OH,Butler,Hamilton,NC,
5278,Cambridge Police Department,OH,Guernsey,Cambridge,NC,
5279,Canfield Police Department,OH,Mahoning,Canfield,NC,
5280,Carroll County Sheriffs Office,OH,Carroll,Carrollton,NC,
5281,Cedar Point Police Department,OH,Erie,Sandusky,NC,
5282,Centerville Police,OH,Montgomery,Centerville,NC,
5283,Chagrin Falls Police,OH,Cuyahoga,Chagrin Falls,NC,
5284,Champaign Countywide Communications Center,OH,Champaign,Urbana,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5285,Chester Township Police Department,OH,Geauga,Chesterland,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5286,Chillicothe Police Department,OH,Ross,Chillicothe,NC,
5287,Circleville Police Department,OH,Pickaway,Circleville,NC,
5288,City Of Brooklyn Fire Department,OH,Cuyahoga,Brooklyn,NC,
5289,City Of Brooklyn Police Department,OH,Cuyahoga,Brooklyn,NC,
5290,City Of Canton Police,OH,Stark,Canton,NC,
5291,City Of Chardon Police Department,OH,Geauga,Chardon,NC,
5292,City Of Cincinnati 9-1-1 Center,OH,Hamilton,Cincinnati,NC,
5293,City Of Sylvania-police Division,OH,Lucas,Sylvania,NC,
5294,Clark County Sheriffs Office,OH,Clark,Springfield,NC,
5295,Clermont County Communications Center,OH,Clermont,Batavia,NC,
5321,Cleveland Department Of Public Safety,OH,Cuyahoga,Cleveland,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5296,Cleveland Emergency Medical Services,OH,Cuyahoga,Cleveland,NC,
5297,Cleveland Fire,OH,Cuyahoga,Cleveland,NC,
5298,Cleveland Heights Fire Department,OH,Cuyahoga,Cleveland Heights,NC,
5299,Cleveland Heights Police,OH,Cuyahoga,Cleveland Heights,NC,
5300,Cleveland Police Department,OH,Cuyahoga,Cleveland,NC,
5301,Clinton County Sheriffs Department,OH,Clinton,Wilmington,NC,
5302,Clyde Police Department,OH,Sandusky,Clyde,NC,
8293,Columbiana City Police Department,OH,Columbiana,Columbiana,A,PSAP was added since the original posting of the FCC Registry.
8297,Columbiana County 9-1-1,OH,Columbiana,Lisbon,A,PSAP was added since the original posting of the FCC Registry.
5303,Columbiana County Sheriffs Office,OH,Columbiana,Lisbon,NC,
5304,Columbus Police Department,OH,Franklin,Columbus,NC,
5305,Conneaut Police Department,OH,Ashtabula,Conneaut,NC,
5306,Copley Police Department,OH,Summit,Copley,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5307,Coshocton County Sheriffs Office,OH,Coshocton,Coshocton,NC,
5308,Coshocton Fire Department,OH,Coshocton,Coshocton,NC,
5309,Crawford County Sheriffs Office,OH,Crawford,Bucyrus,NC,
5310,Crestline Police Department,OH,Crawford,Crestline,NC,
5311,Cuyahoga Emergency Communications,OH,Cuyahoga,Cleveland,NC,
5312,Cuyahoga Falls Police Department,OH,Summit,Cuyahoga Falls,NC,
5313,Cuyahoga Heights Police,OH,Cuyahoga,Cuyahoga Heights,NC,
5314,Darke County Sheriffs Office,OH,Darke,Greenville,NC,
5315,Dayton Fire Department,OH,Montgomery,Dayton,NC,
5316,Dayton Police,OH,Montgomery,Dayton,NC,
5317,Defiance County E911 Communications Center,OH,Defiance,Defiance,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5318,Defiance Police Department,OH,Defiance,Defiance,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5319,Delaware County 9-1-1 Center,OH,Delaware,Delaware,NC,
5320,Delaware Police Department,OH,Delaware,Delaware,NC,
5322,Dublin Police Communications Center,OH,Franklin,Dublin,NC,
5323,East Cleveland Fire And Police,OH,Cuyahoga,East Cleveland,NC,
8294,East Liverpool City Police Department,OH,Columbiana,East Liverpool,A,PSAP was added since the original posting of the FCC Registry.
8295,East Palestine Village Police Department,OH,Columbiana,East Palestine,A,PSAP was added since the original posting of the FCC Registry.
5324,Eastlake Police And Fire,OH,Lake,Eastlake,NC,
5325,Eaton Police Department,OH,Preble,Eaton,NC,
5326,Englewood Police,OH,Montgomery,Englewood,NC,
5327,Erie County Sheriffs Office,OH,Erie,Sandusky,NC,
5328,Euclid Police,OH,Cuyahoga,Euclid,NC,
5329,Fairborn Police And Fire Department,OH,Greene,Fairborn,NC,
5330,Fairfield County Sheriffs Office,OH,Fairfield,Lancaster,NC,
5331,Fairfield Police Department,OH,Butler,Fairfield,NC,
5332,Fairlawn Police Department,OH,Summit,Fairlawn,NC,
5333,Fairview Park Fire And Police,OH,Cuyahoga,Fairview Park,NC,
5334,Fayette County Sheriffs Department,OH,Fayette,Washington Courthouse,NC,
5335,Findlay Police Department,OH,Hancock,Findlay,NC,
8315,Fostoria Police Department,OH,Seneca,Fostoria,A,PSAP was added since the original posting of the FCC Registry.
8396,Franklin City Police Department,OH,Warren,Franklin,A,PSAP was added since the original posting of the FCC Registry.
5336,Franklin County Communications Center,OH,Franklin,Columbus,NC,
5337,Franklin Township Police Department,OH,Summit,Akron,NC,
5338,Fremont Police Department,OH,Sandusky,Fremont,NC,
5339,Fulton County Sheriffs Office,OH,Fulton,Wauseon,NC,
5340,Gahanna Police Department,OH,Franklin,Gahanna,NC,
5341,Galion Police Station,OH,Crawford,Galion,NC,
5342,Gallia County E9-1-1 Communications Center,OH,Gallia,Gallipolis,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5343,Garfield Heights Police,OH,Cuyahoga,Garfield Heights,NC,
5344,Gates Mills Police,OH,Cuyahoga,Gates Mills,NC,
5345,Geauga County Des 9-1-1,OH,Geauga,Chardon,NC,
5346,Geneva Police Department,OH,Ashtabula,Geneva,NC,
5347,Germantown Police,OH,Montgomery,Germantown,NC,
8139,Girard City Police Department,OH,Trumbull,Girard,A,PSAP was added since the original posting of the FCC Registry.
5348,Grandview Heights Police Department,OH,Franklin,Columbus,NC,
5349,Greene County Dispatch,OH,Greene,Xenia,NC,
5350,Greenfield Fire Department,OH,Butler,Greenfield,NC,
5351,Greenfield Police Department,OH,Highland,Greenfield,NC,
5352,Greenville Police Department,OH,Darke,Greenville,NC,
5353,Grove City Police Department,OH,Franklin,Grove City,NC,
5354,Guernsey County Sheriffs Department,OH,Guernsey,Cambridge,NC,
5355,Hamilton County Communications Center,OH,Hamilton,Cincinnati,NC,
5356,Hamilton Police And Fire Communications Center,OH,Butler,Hamilton,NC,
5357,Hancock Sheriffs Office,OH,Hancock,Findlay,NC,
5358,Hardin County Sheriffs Office,OH,Hardin,Kenton,NC,
5359,Harrison County Sheriffs Office,OH,Harrison,Cadiz,NC,
5360,Harrison Township Fire Department,OH,Montgomery,Dayton,NC,
5361,Heath Police Department,OH,Licking,Heath,NC,
5362,Henry County Sheriffs Office,OH,Henry,Napoleon,NC,
5363,Highland County Sheriffs Office,OH,Highland,Hillsboro,NC,
5364,Highland Heights Police Department,OH,Cuyahoga,Highland Heights,NC,
5365,Hilliard Police Department,OH,Franklin,Hilliard,NC,
5366,Hillsboro Fire Department,OH,Highland,Hillsboro,NC,
5367,Hillsboro Police Department,OH,Highland,Hillsboro,NC,
5368,Hinckley Township Police Department,OH,Medina,Hinckley,NC,
5369,Hocking County 9-1-1,OH,Hocking,Logan,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8151,Hocking County 911,OH,Hocking,Logan,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8152,Hocking County Sheriff Office,OH,Hocking,Logan,A,PSAP was added since the original posting of the FCC Registry.
5370,Holmes County Sheriffs Office,OH,Holmes,Holmesville,NC,
8140,Hubbard City Police Department,OH,Trumbull,Hubbard,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5371,Huber Heights Police,OH,Montgomery,Huber Heights,NC,
5372,Hudson Police Department,OH,Summit,Hudson,NC,
5373,Hunting Valley Police Department,OH,Cuyahoga,Chagrin Falls,NC,
5374,Huron County Sheriffs Office,OH,Huron,Norwalk,NC,
5375,Huron Police Department,OH,Erie,Huron,NC,
5376,Independence Police And Fire,OH,Cuyahoga,Independence,NC,
5377,Ironton Police Department,OH,Lawrence,Ironton,NC,
5378,Jackson County Sheriffs Office,OH,Jackson,Jackson,NC,
5379,Jackson Police Department,OH,Jackson,Jackson,NC,
5380,Jefferson County 9-1-1,OH,Jefferson,Steubenville,NC,
5381,Jefferson County Sheriff Department,OH,Jefferson,Steubenville,NC,
5382,Kent Police Department,OH,Portage,Kent,NC,
5383,Kent State University Police,OH,Portage,Kent,NC,
5384,Kenton Police Department,OH,Hardin,Kenton,NC,
5385,Kettering Fire,OH,Montgomery,Kettering,NC,
5386,Kettering Police,OH,Montgomery,Kettering,NC,
5387,Kirtland Police,OH,Lake,Kirtland,NC,
5388,Knox County Sheriffs Office,OH,Knox,Mt Vernon,NC,
5389,Lake County Communications Center,OH,Lake,Kirtland,NC,
5390,Lakewood Police,OH,Cuyahoga,Lakewood,NC,
5391,Lancaster Police Department,OH,Fairfield,Lancaster,NC,
5392,Lawrence County 9-1-1,OH,Lawrence,Ironton,NC,
8141,Liberty Township Police Department,OH,Trumbull,Youngstown,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5393,Licking County 9-1-1 Communications Center,OH,Licking,Newark,NC,
5394,Licking County Sheriffs Office,OH,Licking,Newark,NC,
5395,Lima Police Department,OH,Allen,Lima,NC,
5396,Logan County Sheriff,OH,Logan,Bellefontaine,NC,
8153,Logan Police Department,OH,Hocking,Logan,A,PSAP was added since the original posting of the FCC Registry.
5397,London Police,OH,Madison,London,NC,
5398,Lorain County 9-1-1 Agency,OH,Lorain,Elyria,NC,
5399,Lorain County Sheriff,OH,Lorain,Elyria,NC,
8142,Lordstown Village Police Department,OH,Trumbull,Lordstown,A,PSAP was added since the original posting of the FCC Registry.
5400,Loudonville Police Department,OH,Ashland,Loudonville,NC,
5401,Lucas County Sheriff,OH,Lucas,Toledo,NC,
5402,Lyndhurst Police,OH,Cuyahoga,Lyndhurst,NC,
5403,Macedonia Police Department,OH,Summit,Macedonia,NC,
5404,Madison County Sheriff,OH,Madison,London,NC,
8432,Madison Township Police Department,OH,Lake,Madison,A,PSAP was added since the original posting of the FCC Registry.
5405,Mahoning County E9-1-1,OH,Mahoning,Youngstown,NC,
8458,Malta - Mcconnells Fire Department,OH,Morgan,Mcconnelsville,A,PSAP was added since the original posting of the FCC Registry.
5406,Mansfield Police Department,OH,Richland,Mansfield,NC,
5407,Mantua Village Police And Fire,OH,Portage,Mantua,NC,
5408,Maple Heights Police Department,OH,Cuyahoga,Maple Heights,NC,
5409,Margareta Township Fire And Police Department,OH,Erie,Castalia,NC,
8161,Marietta Police Department,OH,Washington,Marietta,A,PSAP was added since the original posting of the FCC Registry.
5410,Marion County Sheriffs Department,OH,Marion,Marion,NC,
5411,Marion Police Department,OH,Marion,Marion,NC,
5412,Martins Ferry Police Department,OH,Belmont,Martins Ferry,NC,
5413,Marysville Police Department,OH,Union,Marysville,NC,
5414,Maumee Police Department,OH,Lucas,Maumee,NC,
5415,Mayfield Heights Police,OH,Cuyahoga,Mayfield Heights,NC,
5416,Mayfield Village Police And Fire,OH,Cuyahoga,Mayfield Village,NC,
5417,Medina County Sheriff,OH,Medina,Medina,NC,
5418,Medina Police Department,OH,Medina,Medina,NC,
5419,Meigs County Ems,OH,Meigs,Pomeroy,NC,
5420,Mentor On The Lake Police,OH,Lake,Mentor On The Lake,NC,
5421,Mentor Police,OH,Lake,Mentor,NC,
5422,Mercer County Sheriffs Office,OH,Mercer,Celina,NC,
5423,Miami County Communications Center,OH,Miami,Troy,NC,
5424,Miami Township Police,OH,Montgomery,Miamisburg,NC,
5425,Miamisburg Police And Fire,OH,Montgomery,Miamisburg,NC,
5426,Middleburg Heights Police Department,OH,Cuyahoga,Middleburg Heights,NC,
5427,Middlefield Police Department,OH,Geauga,Middlefield,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5428,Middlefield Village Fire Department,OH,Geauga,Middlefield,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5429,Middletown Police Department,OH,Butler,Middletown,NC,
5430,Millerburg Police Department,OH,Holmes,Millersburg,NC,
5431,Monroe County Sheriff Department,OH,Monroe,Woodsfield,NC,
5432,Montgomery County Sheriff,OH,Montgomery,Dayton,NC,
5433,Moraine Police,OH,Montgomery,Moraine,NC,
5434,Moreland Hills Police Department,OH,Cuyahoga,Moreland Hills,NC,
5435,Morgan County Sheriffs Office,OH,Morgan,Mcconnelsville,NC,
5436,Morrow County 9-1-1 Center,OH,Morrow,Mt Gilead,NC,
5437,Morrow County Sheriffs Office,OH,Morrow,Mt Gilead,NC,
5438,Mt Sterling Police,OH,Madison,Mt Sterling,NC,
5439,Mt Vernon Police,OH,Knox,Mt Vernon,NC,
5440,Muskingum County Sheriff,OH,Muskingum,Zanesville,NC,
5441,Napoleon Police Department,OH,Henry,Napoleon,NC,
5442,New Albany Communications Center,OH,Franklin,New Albany,NC,
5443,New Lexington Police Department,OH,Perry,New Lexington,NC,
5444,Newark Police Department,OH,Licking,Newark,NC,
5445,Newburgh Heights Police,OH,Cuyahoga,Newburgh Heights,NC,
8143,Newton Falls Police Department,OH,Trumbull,Newton Falls,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8144,Niles City Police Department,OH,Trumbull,Niles,A,PSAP was added since the original posting of the FCC Registry.
5446,Noble County Sheriffs Office,OH,Noble,Caldwell,NC,
5447,North Central Ems,OH,Erie,Milan,NC,
5448,North Olmsted Police,OH,Cuyahoga,North Olmsted,NC,
5449,North Randall Police,OH,Cuyahoga,North Randall,NC,
5450,North Royalton Police,OH,Cuyahoga,North Royalton,NC,
5451,Norton Police Department,OH,Summit,Norton,NC,
5452,Norwalk Police Department,OH,Huron,Norwalk,NC,
5453,Norwood Police Department,OH,Hamilton,Norwood,NC,
5454,Oakwood Police And Fire,OH,Cuyahoga,Oakwood,NC,
5455,Oakwood Police Department,OH,Montgomery,Oakwood,NC,
5456,Ohio State Highway Patrol- Batavia,OH,Clermont,Batavia,NC,
5457,Ohio State Highway Patrol- Portage,OH,Portage,Ravenna,NC,
5458,Ohio State Highway Patrol-allen,OH,Allen,Lima,NC,
5459,Ohio State Highway Patrol-ashtabula,OH,Ashtabula,Ashtabula,NC,
5460,Ohio State Highway Patrol-franklin County,OH,Franklin,Columbus,NC,
5461,Ohio State Highway Patrol-sandusky,OH,Erie,Sandusky,NC,
5462,Ohio State Highway Patrol-warren,OH,Trumbull,Southington,NC,
5463,Ohio State Highway Patrol-wooster,OH,Wayne,Wooster,NC,
5464,Ohio State University Police,OH,Franklin,Columbus,NC,
5465,Olmsted Falls Police,OH,Cuyahoga,Olmsted Falls,NC,
5466,Olmsted Township Police,OH,Cuyahoga,Olmsted Township,NC,
5467,Orange Valley Police Department,OH,Cuyahoga,Chagrin Falls,NC,
5468,Oregon Fire-police,OH,Lucas,Oregon,NC,
5469,Orrville Police Department,OH,Wayne,Orrville,NC,
5470,Ottawa County Sheriffs Office,OH,Ottawa,Port Clinton,NC,
5471,Ottawa Hills Police Department,OH,Lucas,Toledo,NC,
5472,Oxford Police Department,OH,Butler,Oxford,NC,
5473,Parma Communications Center,OH,Cuyahoga,Parma,NC,
5474,Parma Heights Police And Fire,OH,Cuyahoga,Parma Heights,NC,
5475,Parma Police,OH,Ashtabula,Parma,NC,
5476,Paulding County Sheriffs Office,OH,Paulding,Paulding,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5477,Pepper Pike Police Department,OH,Cuyahoga,Pepper Pike,NC,
5478,Perkins Township Police Department,OH,Erie,Sandusky,NC,
5479,Perry County Sheriffs Office,OH,Perry,New Lexington,NC,
5480,Perry Police And Communications Center,OH,Franklin,Dublin,NC,
5481,Perrysburg City Police And Fire,OH,Wood,Perrysburg,NC,
5482,Perrysburg Township Police And Fire,OH,Wood,Perrysburg,NC,
5483,Pickaway County Sheriff,OH,Pickaway,Circleville,NC,
5484,Pickerington Police Department,OH,Fairfield,Pickerington,NC,
5485,Pike County Sheriff,OH,Pike,Waverly,NC,
5486,Portage County Sheriffs Office,OH,Portage,Ravenna,NC,
5487,Preble County Sheriffs Office,OH,Preble,Eaton,NC,
5488,Putnam County Sheriffs Office,OH,Putnam,Ottawa,NC,
5489,Ravenna Police Department,OH,Portage,Ravenna,NC,
5490,Reynoldsburg Police Department,OH,Franklin,Reynoldsburg,NC,
5491,Richfield Village Police Department,OH,Summit,Richfield,NC,
5492,Richland County Dispatch Center,OH,Richland,Mansfield,NC,
5493,Richmond Heights Police,OH,Cuyahoga,Richmond Heights,NC,
5494,Rittman Police Department,OH,Wayne,Rittman,NC,
5495,Riverside Fire,OH,Montgomery,Riverside,NC,
5496,Rocky River Fire Department,OH,Cuyahoga,Rocky River,NC,
5497,Ross County Sheriffs Office,OH,Ross,Chillicothe,NC,
5498,Sagamore Hills Police Department,OH,Summit,Sagamore Hills,NC,
8296,Salem City Police Department,OH,Columbiana,Salem,A,PSAP was added since the original posting of the FCC Registry.
5499,Sandusky County Sheriff,OH,Sandusky,Fremont,NC,
5500,Scioto County Sheriffs Office,OH,Scioto,Portsmouth,NC,
5501,Sebring Police,OH,Mahoning,Sebring,NC,
5502,Seneca County Department Of Public Safety,OH,Seneca,Tiffin,NC,
5503,Seneca County Sheriff,OH,Seneca,Tiffin,NC,
5504,Shadyside Police Department,OH,Belmont,Shadyside,NC,
5505,Shaker Heights Police,OH,Cuyahoga,Shaker Heights,NC,
5506,Shelby County Sheriffs Office,OH,Shelby,Sidney,NC,
5507,Sidney Police Department,OH,Shelby,Sidney,NC,
5508,Solon Fire Department,OH,Cuyahoga,Solon,NC,
5509,Solon Police,OH,Cuyahoga,Solon,NC,
5510,South Euclid Police Department,OH,Cuyahoga,South Euclid,NC,
8164,Southeast Ohio Emergency Services District,OH,Gallia,Gallipolis,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8466,Southwest Summit Communications,OH,Summit,Norton,A,PSAP was added since the original posting of the FCC Registry.
5511,Springboro Police Department,OH,Warren,Springboro,NC,
5512,Springfield Communications Center,OH,Clark,Springfield,NC,
5513,Springfield Fire Department,OH,Clark,Springfield,NC,
5514,St Clairsville Police Department,OH,Belmont,St Clairsville,NC,
5515,St Marys Police Department,OH,Auglaize,St Marys,NC,
5516,Stark County Emergency Center,OH,Stark,Canton,NC,
5517,Stark County Sheriff,OH,Stark,Canton,NC,
5518,Stow Police And Fire Department,OH,Summit,Stow,NC,
5519,Streetsboro Police And Fire,OH,Portage,Streetsboro,NC,
5520,Strongsville Police Department,OH,Cuyahoga,Strongsville,NC,
5521,Struthers Police Department,OH,Mahoning,Struthers,NC,
5522,Sugarcreek Township Police Department,OH,Greene,Centerville,NC,
5523,Summit County Sheriffs Office,OH,Summit,Akron,NC,
8133,Sylvania Township Police,OH,Lucas,Sylvania,A,PSAP was added since the original posting of the FCC Registry.
5524,Tallmadge Police Department,OH,Summit,Tallmadge,NC,
8276,Tiffin Police Department,OH,Seneca,Tiffin,A,PSAP was added since the original posting of the FCC Registry.
5525,Toledo Police Department Communications,OH,Lucas,Toledo,NC,
5526,Trotwood Police,OH,Montgomery,Trotwood,NC,
5527,Trumbull County Dispatch,OH,Trumbull,Warren,NC,
5528,Tuscarawas County 9-1-1 Center,OH,Tuscarawas,New Philadelphia,NC,
5529,Twinsburg Police Department,OH,Summit,Twinsburg,NC,
5530,Union County Sheriffs Office,OH,Union,Marysville,NC,
5531,Union Township Police Department,OH,Clermont,Cincinnati,NC,
5532,University Heights Police Department,OH,Cuyahoga,University Heights,NC,
5533,Upper Arlington Police Department,OH,Franklin,Upper Arlington,NC,
5534,Upper Sandusky Police Department,OH,Wyandot,Upper Sandusky,NC,
5535,Urbana Police Department,OH,Champaign,Urbana,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5536,Van Wert County 9-1-1 Operations,OH,Van Wert,Van Wert,NC,
5537,Van Wert Police Department,OH,Van Wert,Van Wert,NC,
5538,Vandalia Police,OH,Montgomery,Vandalia,NC,
5539,Vermilion Police Department,OH,Erie,Vermilion,NC,
8150,Vinton County Ems,OH,Vinton,Mc Arthur,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #8149
8149,Vinton County Sheriff's Office,OH,Vinton,Mc Arthur,A,PSAP was added since the original posting of the FCC Registry.
5540,Wadsworth Police,OH,Medina,Wadsworth,NC,
5541,Walton Hills Police Department,OH,Cuyahoga,Walton Hills,NC,
5542,Warren County Communications Center,OH,Warren,Lebanon,NC,
5543,Warren Police Department,OH,Trumbull,Warren,NC,
5544,Warrensville Heights Police And Fire Department,OH,Cuyahoga,Warrensville Heights,NC,
5545,Washington County Sheriffs Office,OH,Washington,Marietta,NC,
5546,Washington Court House Police Department,OH,Fayette,Washington Court House,NC,
5547,Washington Township Fire Department,OH,Lucas,Toledo,NC,
5548,Washington Township Fire Department,OH,Montgomery,Dayton,NC,
5549,Washington Township Police Department,OH,Lucas,Toledo,NC,
5550,Waverly Police,OH,Pike,Waverly,NC,
5551,Wayne County Justice Center,OH,Wayne,Wooster,NC,
5552,Wellston Police Department,OH,Jackson,Wellston,NC,
5553,West Carrolton Police,OH,Montgomery,West Carrolton,NC,
5554,West Jefferson Police,OH,Madison,West Jefferson,NC,
5555,Westchester Township Police Department,OH,Butler,West Chester,NC,
5556,Westerville Communications Center,OH,Franklin,Westerville,NC,
5557,Westlake Fire Department,OH,Cuyahoga,Westlake,NC,
5558,Westlake Police Department,OH,Cuyahoga,Westlake,NC,
5559,Whitehall Police Department,OH,Franklin,Whitehall,NC,
5560,Wickliffe Police,OH,Lake,Wickliffe,NC,
5561,Willard Police,OH,Huron,Willard,NC,
5562,Williams County Communications,OH,Williams,Bryan,NC,
5563,Willoughby Hills Police Department,OH,Lake,Willoughby Hills,NC,
5564,Willoughby Police,OH,Lake,Willoughby,NC,
5565,Willowick Police,OH,Lake,Willowick,NC,
5566,Wilmington Police Department,OH,Clinton,Wilmington,NC,
5567,Wood County Sheriff,OH,Wood,Bowling Green,NC,
5568,Woodmere Village Police Department,OH,Cuyahoga,Woodmere,NC,
5569,Worthington Police Department,OH,Franklin,Worthington,NC,
5570,Wright-pat Air Force Base Fire Department,OH,Greene,Wright-pat Air Force Base,NC,
5571,Wright-pat Air Force Base Security,OH,Greene,Wright-pat Air Force Base,NC,
5572,Wyandot County Sheriffs Office,OH,Wyandot,Upper Sandusky,NC,
5573,Wyoming Police Department,OH,Hamilton,Wyoming,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5574,Youngstown Fire And Police,OH,Mahoning,Youngstown,NC,
5575,Zanesville Police,OH,Muskingum,Zanesville,NC,
5576,Absentee Shawnee Tribal Police Department,OK,Pottawatomie,Shawnee,NC,
5578,Adair County E9-1-1,OK,Adair,Stilwell,NC,
5580,Altus Jackson County 9-1-1,OK,Jackson,Altus,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5579,Altus / Jackson County E911 Regional Trust Authority,OK,Jackson,Altus,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5582,Anadarko Agency-bia,OK,Caddo,Anadarko,NC,
5583,Anadarko Police Department,OK,Caddo,Anadarko,NC,
5584,Antlers Police Department,OK,Pushmataha,Antlers,NC,
5585,Ardmore/carter County E9-1-1 Center,OK,Carter,Ardmore,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
5586,Atoka County Sheriffs Office,OK,Atoka,Atoka,NC,
5587,Barnsdall Police Department,OK,Osage,Barnsdall,NC,
5588,Bartlesville Police Department,OK,Washington,Bartlesville,NC,
5589,Beaver County Sheriffs Department,OK,Beaver,Beaver,NC,
5590,Beckham County Sheriffs Office,OK,Beckham,Sayre,NC,
5591,Beggs City Police Department,OK,Okmulgee,Beggs,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5592,Bethany Police Department,OK,Oklahoma,Bethany,NC,
5593,Bixby Police Department,OK,Tulsa,Bixby,NC,
5594,Blackwell Police Department,OK,Kay,Blackwell,NC,
5595,Blaine County Sheriffs Department,OK,Blaine,Watonga,NC,
5596,Bristow Police Department,OK,Creek,Bristow,NC,
5597,Broken Arrow Police Department,OK,Tulsa,Broken Arrow,NC,
5598,Broken Bow Police Department,OK,Mccurtain,Broken Bow,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8328,Caddo County E911 Communications Center,OK,Caddo,Anadarko,A,PSAP was added since the original posting of the FCC Registry.
5600,Caddo County Sheriffs Ofc,OK,Caddo,Anadarko,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5599,Caddo County Sheriffs Office,OK,Caddo,Anadarko,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5601,Canadian County Sheriffs Office,OK,Canadian,El Reno,NC,
5602,Chandler Police Department,OK,Lincoln,Chandler,NC,
8335,Checotah Police Department,OK,Mcintosh,Checotah,A,PSAP was added since the original posting of the FCC Registry.
5603,Cherokee City Police Department,OK,Alfalfa,Cherokee,NC,
5604,Cherokee County 9-1-1,OK,Cherokee,Tahlequah,NC,
5605,Cherokee Nation Ems,OK,Cherokee,Tahlequah,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5606,Cheyenne-arapaho Tribal Police Department,OK,Canadian,Concho,NC,
5607,Chickasaw Agency-bia,OK,Pontotoc,Ada,NC,
5608,Chickasha Police Department,OK,Grady,Chickasha,NC,
5609,Choctaw Tribal Police Department,OK,Bryan,Durant,NC,
5610,Cimarron County Sheriffs Office,OK,Cimarron,Boise City,NC,
